Date,Station,Taxon,Abundance (cells/L),Taxon
7/23/2019,T9-6,Chaetoceros spp.,200732.55,Chaetoceros spp.
7/23/2019,T9-6,Chaetoceros affinis,0,Chaetoceros spp.
7/23/2019,T9-6,Chaetoceros convolutus,0,Chaetoceros spp.
7/23/2019,T9-6,Chaetoceros contortus,0,Chaetoceros spp.
7/23/2019,T9-6,Chaetoceros danicus,0,Chaetoceros spp.
7/23/2019,T9-6,Chaetoceros debilis,0,Chaetoceros spp.
7/23/2019,T9-6,Chaetoceros decipiens,0,Chaetoceros spp.
7/23/2019,T9-6,Chaetoceros didymus,0,Chaetoceros spp.
7/23/2019,T9-6,Chaetoceros laciniosus,0,Chaetoceros spp.
7/23/2019,T9-6,Chaetoceros lorenzianus,0,Chaetoceros spp.
7/23/2019,T9-6,Chaetoceros radicans,0,Chaetoceros spp.
7/23/2019,T9-6,Chaetoceros rostratus,0,Chaetoceros spp.
7/23/2019,T9-6,Chaetoceros socialis,0,Chaetoceros spp.
7/23/2019,T9-6,Chaetoceros similis,0,Chaetoceros spp.
7/23/2019,T9-6,Chaetoceros subtilis,0,Chaetoceros spp.
7/23/2019,T9-6,Chaetoceros teres,0,Chaetoceros spp.
7/23/2019,T9-6,Chaetoceros vanheurckii,0,Chaetoceros spp.
7/23/2019,T9-6,Coscinodiscus spp.,53.6,Coscinodiscus spp.
7/23/2019,T9-6,Corethron sp.,0,Corethron sp.
7/23/2019,T9-6,Cylindrotheca closterium,0,Cylindrotheca closterium
7/23/2019,T9-6,Dactyliosolen fragilissimus,0,unknown pennate diatom
7/23/2019,T9-6,Dactyliosolen blavyanus,0,unknown pennate diatom
7/23/2019,T9-6,Ditylium brightwellii,0,Ditylium spp.
7/23/2019,T9-6,Detonula pumila,0,Detonula spp.
7/23/2019,T9-6,Eucampia zodiacus,964.8,Eucampia spp.
7/23/2019,T9-6,Fragilariopsis spp.,0,Fragilariopsis spp.
7/23/2019,T9-6,Grammatophora spp.,0,Grammatophora spp.
7/23/2019,T9-6,Guinardia delicatula,0,Guinardia spp.
7/23/2019,T9-6,Guinardia striata,160.8,Guinardia spp.
7/23/2019,T9-6,Leptocylindrus danicus,0,Leptocylindrus spp.
7/23/2019,T9-6,Leptocylindrus minimum,107.2,Leptocylindrus spp.
7/23/2019,T9-6,Licmophora spp.,0,Licmophora spp.
7/23/2019,T9-6,Melosira moniliformis,0,Melosira spp.
7/23/2019,T9-6,Navicula spp.,0,Navicula spp.
7/23/2019,T9-6,Nitzschia spp.,0,Nitzschia spp.
7/23/2019,T9-6,Odontella spp.,0,Odontella spp.
7/23/2019,T9-6,Paralia sulcata,0,unknown centric diatom (chain forming)
7/23/2019,T9-6,Pinnulia sp.,0,unknown pennate diatom
7/23/2019,T9-6,Planktoniella sp.,0,unknown centric diatom (non-chain forming)
7/23/2019,T9-6,Pleurosigma sp.,0,Pleurosigma spp.
7/23/2019,T9-6,Proboscia alata,0,unknown pennate diatom
7/23/2019,T9-6,Pseudo-nitzschia fraud/aust,0,Pseudo-nitzschia spp.
7/23/2019,T9-6,Pseudo-nitzschia deli/p-deli,0,Pseudo-nitzschia spp.
7/23/2019,T9-6,Pseudo-nitzschia multi/pung,53921.75,Pseudo-nitzschia spp.
7/23/2019,T9-6,Rhizosolenia setigera,107.2,Rhizosolenia spp.
7/23/2019,T9-6,Rhizosolenia styliformis,0,Rhizosolenia spp.
7/23/2019,T9-6,Rhizosolenia sp.,0,Rhizosolenia spp.
7/23/2019,T9-6,Skeletonema costatum,2090.41,Skeletonema spp.
7/23/2019,T9-6,Surirella spp.,0,unknown pennate diatom
7/23/2019,T9-6,Stephanopyxis spp.,0,Stephanopyxis spp.
7/23/2019,T9-6,Synedra sp.,0,unknown pennate diatom
7/23/2019,T9-6,Thalassionema nitzschioides,696.8,Thalassionema spp.
7/23/2019,T9-6,Thalassiosira spp.,107.2,Thalassiosira spp.
7/23/2019,T9-6,Thalassiosira nordenskioeldii,0,Thalassiosira spp.
7/23/2019,T9-6,Thalassiosira rotula,0,Thalassiosira spp.
7/23/2019,T9-6,Thalassiothrix longissum,0,unknown pennate diatom
7/23/2019,T9-6,Tropidoneis antarctica var. polypkasta,0,unknown pennate diatom
7/23/2019,T9-6,Pennate diatoms,0,unknown pennate diatom
7/23/2019,T9-6,Akashiwa sanguinea,1.88,unknown dinflagellate
7/23/2019,T9-6,Alexandrium spp.,0,Alexandrium spp.
7/23/2019,T9-6,Ceratium azoricum,0,unknown dinflagellate
7/23/2019,T9-6,Ceratium fusus,0,Ceratium fusus
7/23/2019,T9-6,Ceratium horridum,0,unknown dinflagellate
7/23/2019,T9-6,Ceratium lineatum,1.88,unknown dinflagellate
7/23/2019,T9-6,Ceratium longipes,0.63,Ceratium longipes
7/23/2019,T9-6,Ceratium pentagum,0,unknown dinflagellate
7/23/2019,T9-6,Ceratium tripos,0,unknown dinflagellate
7/23/2019,T9-6,Dinophysis acuminata,0,Dinophysis spp.
7/23/2019,T9-6,Dinophysis fortii,0,Dinophysis spp.
7/23/2019,T9-6,Dinophysis norvegica,0,Dinophysis spp.
7/23/2019,T9-6,Dinophysis parva,0,Dinophysis spp.
7/23/2019,T9-6,Diplopeltopsis sp.,0,unknown dinoflagellate
7/23/2019,T9-6,Dissodinium pseudolumula,0.63,unknown dinoflagellate
7/23/2019,T9-6,Gonyaulax digitale,0,Gonyaulax spp.
7/23/2019,T9-6,Gonyaulax spinifera,0,Gonyaulax spp.
7/23/2019,T9-6,Gymnodinium spp.,1.88,unknown dinoflagellate
7/23/2019,T9-6,Gyrodinium sp.,0,unknown dinoflagellate
7/23/2019,T9-6,Heterocapsa triquetra,375.2,Heterocapsa triquetra
7/23/2019,T9-6,Noctiluca scintillans,0,Noctiluca scintillans
7/23/2019,T9-6,Phalacroma rotundatum,0,unknown dinoflagellate
7/23/2019,T9-6,Polykrikos schwarzii,0,unknown dinoflagellate
7/23/2019,T9-6,Prorocentrum gracile,0,Prorocentrum spp.
7/23/2019,T9-6,Prorocentrum micans,0,Prorocentrum spp.
7/23/2019,T9-6,Prorocentrum minimum,0,Prorocentrum spp.
7/23/2019,T9-6,Proroceratium reticulatum,0,unknown dinoflagellate
7/23/2019,T9-6,Protoperidinium bipes,0,Protoperidinium spp.
7/23/2019,T9-6,Protoperidinium spp.,214.4,Protoperidinium spp.
7/23/2019,T9-6,Pyrophacus horologium,0,unknown dinoflagellate
7/23/2019,T9-6,Scrippsiella trochoidea,0,Scrippsiella spp.
7/23/2019,T9-6,small dino,160.8,unknown dinoflagellate
7/23/2019,T9-6,Torodinium robustum,0,unknown dinoflagellate
7/23/2019,T9-6,Dictyocha speculum,0,Dictyocha spp.
7/23/2019,T9-6,Mesodinium rubrum,0,Mesodinium rubrum
7/23/2019,T9-6,naked ciliates,0,naked ciliates
7/23/2019,T9-6,tintinnids,321.6,tintinnids
7/23/2019,T9-6,Euglena,0,Euglena
7/23/2019,KB3,Achnanthes spp.,0,unknown pennate diatom
7/23/2019,KB3,Actinoptychus senarius,0,unknown centric diatom (non-chain forming)
7/23/2019,KB3,Actinocyclus octonarius,0,unknown centric diatom (non-chain forming)
7/23/2019,KB3,Asterionellopsis glacialis,0,Asterionellopsis spp.
7/23/2019,KB3,Asterionellopsis socialis,0,Asterionellopsis spp.
7/23/2019,KB3,Asteromphalus heptactis,0,unknown centric diatom (non-chain forming)
7/23/2019,KB3,Bacteriastrum spp.,0,Bacteriastrum spp.
7/23/2019,KB3,Bacillaria paxilli,0,Bacillaria spp.
7/23/2019,KB3,Cerataulina pelagica,0.63,Cerataulina spp.
7/23/2019,KB3,Chaetoceros spp.,345184.94,Chaetoceros spp.
7/23/2019,KB3,Chaetoceros affinis,0,Chaetoceros spp.
7/23/2019,KB3,Chaetoceros convolutus,0,Chaetoceros spp.
7/23/2019,KB3,Chaetoceros contortus,0,Chaetoceros spp.
7/23/2019,KB3,Chaetoceros danicus,0,Chaetoceros spp.
7/23/2019,KB3,Chaetoceros debilis,0,Chaetoceros spp.
7/23/2019,KB3,Chaetoceros decipiens,0,Chaetoceros spp.
7/23/2019,KB3,Chaetoceros didymus,0,Chaetoceros spp.
7/23/2019,KB3,Chaetoceros laciniosus,0,Chaetoceros spp.
7/23/2019,KB3,Chaetoceros lorenzianus,0,Chaetoceros spp.
7/23/2019,KB3,Chaetoceros radicans,0,Chaetoceros spp.
7/23/2019,KB3,Chaetoceros rostratus,0,Chaetoceros spp.
7/23/2019,KB3,Chaetoceros socialis,0,Chaetoceros spp.
7/23/2019,KB3,Chaetoceros similis,0,Chaetoceros spp.
7/23/2019,KB3,Chaetoceros subtilis,0,Chaetoceros spp.
7/23/2019,KB3,Chaetoceros teres,0,Chaetoceros spp.
7/23/2019,KB3,Chaetoceros vanheurckii,0,Chaetoceros spp.
7/23/2019,KB3,Coscinodiscus spp.,1.25,Coscinodiscus spp.
7/23/2019,KB3,Corethron sp.,0,Corethron sp.
7/23/2019,KB3,Cylindrotheca closterium,1232.8,Cylindrotheca closterium
7/23/2019,KB3,Dactyliosolen fragilissimus,1.25,unknown pennate diatom
7/23/2019,KB3,Dactyliosolen blavyanus,0,unknown pennate diatom
7/23/2019,KB3,Ditylium brightwellii,0,Ditylium spp.
7/23/2019,KB3,Detonula pumila,1.25,Detonula spp.
7/23/2019,KB3,Eucampia zodiacus,10,Eucampia spp.
7/23/2019,KB3,Fragilariopsis spp.,0,Fragilariopsis spp.
7/23/2019,KB3,Grammatophora spp.,0,Grammatophora spp.
7/23/2019,KB3,Guinardia delicatula,53.6,Guinardia spp.
7/23/2019,KB3,Guinardia striata,321.6,Guinardia spp.
7/23/2019,KB3,Leptocylindrus danicus,268,Leptocylindrus spp.
7/23/2019,KB3,Leptocylindrus minimum,0,Leptocylindrus spp.
7/23/2019,KB3,Licmophora spp.,0,Licmophora spp.
7/23/2019,KB3,Melosira moniliformis,0,Melosira spp.
7/23/2019,KB3,Navicula spp.,0,Navicula spp.
7/23/2019,KB3,Nitzschia spp.,5628.02,Nitzschia spp.
7/23/2019,KB3,Odontella spp.,0,Odontella spp.
7/23/2019,KB3,Paralia sulcata,0,unknown centric diatom (chain forming)
7/23/2019,KB3,Pinnulia sp.,0,unknown pennate diatom
7/23/2019,KB3,Planktoniella sp.,0,unknown centric diatom (non-chain forming)
7/23/2019,KB3,Pleurosigma sp.,0,Pleurosigma spp.
7/23/2019,KB3,Proboscia alata,0,unknown pennate diatom
7/23/2019,KB3,Pseudo-nitzschia fraud/aust,214.4,Pseudo-nitzschia spp.
7/23/2019,KB3,Pseudo-nitzschia deli/p-deli,2251.21,Pseudo-nitzschia spp.
7/23/2019,KB3,Pseudo-nitzschia multi/pung,33017.69,Pseudo-nitzschia spp.
7/23/2019,KB3,Rhizosolenia setigera,107.2,Rhizosolenia spp.
7/23/2019,KB3,Rhizosolenia styliformis,0,Rhizosolenia spp.
7/23/2019,KB3,Rhizosolenia sp.,0,Rhizosolenia spp.
7/23/2019,KB3,Skeletonema costatum,2251.21,Skeletonema spp.
7/23/2019,KB3,Surirella spp.,0,unknown pennate diatom
7/23/2019,KB3,Stephanopyxis spp.,0,Stephanopyxis spp.
7/23/2019,KB3,Synedra sp.,0,unknown pennate diatom
7/23/2019,KB3,Thalassionema nitzschioides,0,Thalassionema spp.
7/23/2019,KB3,Thalassiosira spp.,107.2,Thalassiosira spp.
7/23/2019,KB3,Thalassiosira nordenskioeldii,214.4,Thalassiosira spp.
7/23/2019,KB3,Thalassiosira rotula,0,Thalassiosira spp.
7/23/2019,KB3,Thalassiothrix longissum,0,unknown pennate diatom
7/23/2019,KB3,Tropidoneis antarctica var. polypkasta,1.88,unknown pennate diatom
7/23/2019,KB3,Pennate diatoms,0,unknown pennate diatom
7/23/2019,KB3,Akashiwa sanguinea,0,unknown dinflagellate
7/23/2019,KB3,Alexandrium spp.,53.6,Alexandrium spp.
7/23/2019,KB3,Ceratium azoricum,0,unknown dinflagellate
7/23/2019,KB3,Ceratium fusus,0,Ceratium fusus
7/23/2019,KB3,Ceratium horridum,0,unknown dinflagellate
7/23/2019,KB3,Ceratium lineatum,0,unknown dinflagellate
7/23/2019,KB3,Ceratium longipes,0,Ceratium longipes
7/23/2019,KB3,Ceratium pentagum,0,unknown dinflagellate
7/23/2019,KB3,Ceratium tripos,0,unknown dinflagellate
7/23/2019,KB3,Dinophysis acuminata,0,Dinophysis spp.
7/23/2019,KB3,Dinophysis fortii,0,Dinophysis spp.
7/23/2019,KB3,Dinophysis norvegica,0,Dinophysis spp.
7/23/2019,KB3,Dinophysis parva,0,Dinophysis spp.
7/23/2019,KB3,Diplopeltopsis sp.,0,unknown dinoflagellate
7/23/2019,KB3,Dissodinium pseudolumula,53.6,unknown dinoflagellate
7/23/2019,KB3,Gonyaulax digitale,0,Gonyaulax spp.
7/23/2019,KB3,Gonyaulax spinifera,53.6,Gonyaulax spp.
7/23/2019,KB3,Gymnodinium spp.,0,unknown dinoflagellate
7/23/2019,KB3,Gyrodinium sp.,0,unknown dinoflagellate
7/23/2019,KB3,Heterocapsa triquetra,53.6,Heterocapsa triquetra
7/23/2019,KB3,Noctiluca scintillans,0,Noctiluca scintillans
7/23/2019,KB3,Phalacroma rotundatum,0,unknown dinoflagellate
7/23/2019,KB3,Polykrikos schwarzii,0,unknown dinoflagellate
7/23/2019,KB3,Prorocentrum gracile,0,Prorocentrum spp.
7/23/2019,KB3,Prorocentrum micans,1.25,Prorocentrum spp.
7/23/2019,KB3,Prorocentrum minimum,0,Prorocentrum spp.
7/23/2019,KB3,Proroceratium reticulatum,0,unknown dinoflagellate
7/23/2019,KB3,Protoperidinium bipes,0,Protoperidinium spp.
7/23/2019,KB3,Protoperidinium spp.,107.2,Protoperidinium spp.
7/23/2019,KB3,Pyrophacus horologium,0,unknown dinoflagellate
7/23/2019,KB3,Scrippsiella trochoidea,53.6,Scrippsiella spp.
7/23/2019,KB3,small dino,3.75,unknown dinoflagellate
7/23/2019,KB3,Torodinium robustum,0,unknown dinoflagellate
7/23/2019,KB3,Dictyocha speculum,0,Dictyocha spp.
7/23/2019,KB3,Mesodinium rubrum,0,Mesodinium rubrum
7/23/2019,KB3,naked ciliates,0,naked ciliates
7/23/2019,KB3,tintinnids,107.2,tintinnids
7/23/2019,KB3,Euglena,0,Euglena
7/23/2019,T9-1,Achnanthes spp.,0,unknown pennate diatom
7/23/2019,T9-1,Actinoptychus senarius,0,unknown centric diatom (non-chain forming)
7/23/2019,T9-1,Actinocyclus octonarius,0,unknown centric diatom (non-chain forming)
7/23/2019,T9-1,Asterionellopsis glacialis,0,Asterionellopsis spp.
7/23/2019,T9-1,Asterionellopsis socialis,0,Asterionellopsis spp.
7/23/2019,T9-1,Asteromphalus heptactis,0,unknown centric diatom (non-chain forming)
7/23/2019,T9-1,Bacteriastrum spp.,0,Bacteriastrum spp.
7/23/2019,T9-1,Bacillaria paxilli,0,Bacillaria spp.
7/23/2019,T9-1,Cerataulina pelagica,214.4,Cerataulina spp.
7/23/2019,T9-1,Chaetoceros spp.,234500.64,Chaetoceros spp.
7/23/2019,T9-1,Chaetoceros affinis,0,Chaetoceros spp.
7/23/2019,T9-1,Chaetoceros convolutus,0,Chaetoceros spp.
7/23/2019,T9-1,Chaetoceros contortus,0,Chaetoceros spp.
7/23/2019,T9-1,Chaetoceros danicus,0,Chaetoceros spp.
7/23/2019,T9-1,Chaetoceros debilis,0,Chaetoceros spp.
7/23/2019,T9-1,Chaetoceros decipiens,0,Chaetoceros spp.
7/23/2019,T9-1,Chaetoceros didymus,0,Chaetoceros spp.
7/23/2019,T9-1,Chaetoceros laciniosus,0,Chaetoceros spp.
7/23/2019,T9-1,Chaetoceros lorenzianus,0,Chaetoceros spp.
7/23/2019,T9-1,Chaetoceros radicans,0,Chaetoceros spp.
7/23/2019,T9-1,Chaetoceros rostratus,0,Chaetoceros spp.
7/23/2019,T9-1,Chaetoceros socialis,0,Chaetoceros spp.
7/23/2019,T9-1,Chaetoceros similis,0,Chaetoceros spp.
7/23/2019,T9-1,Chaetoceros subtilis,0,Chaetoceros spp.
7/23/2019,T9-1,Chaetoceros teres,0,Chaetoceros spp.
7/23/2019,T9-1,Chaetoceros vanheurckii,0,Chaetoceros spp.
7/23/2019,T9-1,Coscinodiscus spp.,53.6,Coscinodiscus spp.
7/23/2019,T9-1,Corethron sp.,0,Corethron sp.
7/23/2019,T9-1,Cylindrotheca closterium,0,Cylindrotheca closterium
7/23/2019,T9-1,Dactyliosolen fragilissimus,0,unknown pennate diatom
7/23/2019,T9-1,Dactyliosolen blavyanus,0,unknown pennate diatom
7/23/2019,T9-1,Ditylium brightwellii,0,Ditylium spp.
7/23/2019,T9-1,Detonula pumila,0,Detonula spp.
7/23/2019,T9-1,Eucampia zodiacus,160.8,Eucampia spp.
7/23/2019,T9-1,Fragilariopsis spp.,0,Fragilariopsis spp.
7/23/2019,T9-1,Grammatophora spp.,0,Grammatophora spp.
7/23/2019,T9-1,Guinardia delicatula,268,Guinardia spp.
7/23/2019,T9-1,Guinardia striata,53.6,Guinardia spp.
7/23/2019,T9-1,Leptocylindrus danicus,53.6,Leptocylindrus spp.
7/23/2019,T9-1,Leptocylindrus minimum,0,Leptocylindrus spp.
7/23/2019,T9-1,Licmophora spp.,0,Licmophora spp.
7/23/2019,T9-1,Melosira moniliformis,0,Melosira spp.
7/23/2019,T9-1,Navicula spp.,0,Navicula spp.
7/23/2019,T9-1,Nitzschia spp.,214.4,Nitzschia spp.
7/23/2019,T9-1,Odontella spp.,0,Odontella spp.
7/23/2019,T9-1,Paralia sulcata,0,unknown centric diatom (chain forming)
7/23/2019,T9-1,Pinnulia sp.,0,unknown pennate diatom
7/23/2019,T9-1,Planktoniella sp.,0,unknown centric diatom (non-chain forming)
7/23/2019,T9-1,Pleurosigma sp.,0,Pleurosigma spp.
7/23/2019,T9-1,Proboscia alata,0,unknown pennate diatom
7/23/2019,T9-1,Pseudo-nitzschia fraud/aust,0,Pseudo-nitzschia spp.
7/23/2019,T9-1,Pseudo-nitzschia deli/p-deli,0,Pseudo-nitzschia spp.
7/23/2019,T9-1,Pseudo-nitzschia multi/pung,53010.54,Pseudo-nitzschia spp.
7/23/2019,T9-1,Rhizosolenia setigera,268,Rhizosolenia spp.
7/23/2019,T9-1,Rhizosolenia styliformis,0,Rhizosolenia spp.
7/23/2019,T9-1,Rhizosolenia sp.,0,Rhizosolenia spp.
7/23/2019,T9-1,Skeletonema costatum,45345.72,Skeletonema spp.
7/23/2019,T9-1,Surirella spp.,0,unknown pennate diatom
7/23/2019,T9-1,Stephanopyxis spp.,0,Stephanopyxis spp.
7/23/2019,T9-1,Synedra sp.,0,unknown pennate diatom
7/23/2019,T9-1,Thalassionema nitzschioides,1072,Thalassionema spp.
7/23/2019,T9-1,Thalassiosira spp.,107.2,Thalassiosira spp.
7/23/2019,T9-1,Thalassiosira nordenskioeldii,0,Thalassiosira spp.
7/23/2019,T9-1,Thalassiosira rotula,0,Thalassiosira spp.
7/23/2019,T9-1,Thalassiothrix longissum,0,unknown pennate diatom
7/23/2019,T9-1,Tropidoneis antarctica var. polypkasta,0,unknown pennate diatom
7/23/2019,T9-1,Pennate diatoms,0,unknown pennate diatom
7/23/2019,T9-1,Akashiwa sanguinea,1.25,unknown dinflagellate
7/23/2019,T9-1,Alexandrium spp.,4.38,Alexandrium spp.
7/23/2019,T9-1,Ceratium azoricum,0,unknown dinflagellate
7/23/2019,T9-1,Ceratium fusus,0,Ceratium fusus
7/23/2019,T9-1,Ceratium horridum,0,unknown dinflagellate
7/23/2019,T9-1,Ceratium lineatum,0.63,unknown dinflagellate
7/23/2019,T9-1,Ceratium longipes,0,Ceratium longipes
7/23/2019,T9-1,Ceratium pentagum,0,unknown dinflagellate
7/23/2019,T9-1,Ceratium tripos,0,unknown dinflagellate
7/23/2019,T9-1,Dinophysis acuminata,160.8,Dinophysis spp.
7/23/2019,T9-1,Dinophysis fortii,0,Dinophysis spp.
7/23/2019,T9-1,Dinophysis norvegica,0.63,Dinophysis spp.
7/23/2019,T9-1,Dinophysis parva,0,Dinophysis spp.
7/23/2019,T9-1,Diplopeltopsis sp.,53.6,unknown dinoflagellate
7/23/2019,T9-1,Dissodinium pseudolumula,0,unknown dinoflagellate
7/23/2019,T9-1,Gonyaulax digitale,0,Gonyaulax spp.
7/23/2019,T9-1,Gonyaulax spinifera,0.63,Gonyaulax spp.
7/23/2019,T9-1,Gymnodinium spp.,0,unknown dinoflagellate
7/23/2019,T9-1,Gyrodinium sp.,53.6,unknown dinoflagellate
7/23/2019,T9-1,Heterocapsa triquetra,536,Heterocapsa triquetra
7/23/2019,T9-1,Noctiluca scintillans,0,Noctiluca scintillans
7/23/2019,T9-1,Phalacroma rotundatum,0,unknown dinoflagellate
7/23/2019,T9-1,Polykrikos schwarzii,0,unknown dinoflagellate
7/23/2019,T9-1,Prorocentrum gracile,0,Prorocentrum spp.
7/23/2019,T9-1,Prorocentrum micans,0.63,Prorocentrum spp.
7/23/2019,T9-1,Prorocentrum minimum,0,Prorocentrum spp.
7/23/2019,T9-1,Proroceratium reticulatum,3.75,unknown dinoflagellate
7/23/2019,T9-1,Protoperidinium bipes,0,Protoperidinium spp.
7/23/2019,T9-1,Protoperidinium spp.,428.8,Protoperidinium spp.
7/23/2019,T9-1,Pyrophacus horologium,0,unknown dinoflagellate
7/23/2019,T9-1,Scrippsiella trochoidea,53.6,Scrippsiella spp.
7/23/2019,T9-1,small dino,428.8,unknown dinoflagellate
7/23/2019,T9-1,Torodinium robustum,0,unknown dinoflagellate
7/23/2019,T9-1,Dictyocha speculum,0,Dictyocha spp.
7/23/2019,T9-1,Mesodinium rubrum,0,Mesodinium rubrum
7/23/2019,T9-1,naked ciliates,160.8,naked ciliates
7/23/2019,T9-1,tintinnids,375.2,tintinnids
7/23/2019,T9-1,Euglena,0,Euglena
7/25/2019,T4-2,Achnanthes spp.,0,unknown pennate diatom
7/25/2019,T4-2,Actinoptychus senarius,0,unknown centric diatom (non-chain forming)
7/25/2019,T4-2,Actinocyclus octonarius,0,unknown centric diatom (non-chain forming)
7/25/2019,T4-2,Asterionellopsis glacialis,107.2,Asterionellopsis spp.
7/25/2019,T4-2,Asterionellopsis socialis,0,Asterionellopsis spp.
7/25/2019,T4-2,Asteromphalus heptactis,0,unknown centric diatom (non-chain forming)
7/25/2019,T4-2,Bacteriastrum spp.,0,Bacteriastrum spp.
7/25/2019,T4-2,Bacillaria paxilli,0,Bacillaria spp.
7/25/2019,T4-2,Cerataulina pelagica,0,Cerataulina spp.
7/25/2019,T4-2,Chaetoceros spp.,656601.79,Chaetoceros spp.
7/25/2019,T4-2,Chaetoceros affinis,0,Chaetoceros spp.
7/25/2019,T4-2,Chaetoceros convolutus,0,Chaetoceros spp.
7/25/2019,T4-2,Chaetoceros contortus,0,Chaetoceros spp.
7/25/2019,T4-2,Chaetoceros danicus,0,Chaetoceros spp.
7/25/2019,T4-2,Chaetoceros debilis,0,Chaetoceros spp.
7/25/2019,T4-2,Chaetoceros decipiens,0,Chaetoceros spp.
7/25/2019,T4-2,Chaetoceros didymus,0,Chaetoceros spp.
7/25/2019,T4-2,Chaetoceros laciniosus,0,Chaetoceros spp.
7/25/2019,T4-2,Chaetoceros lorenzianus,0,Chaetoceros spp.
7/25/2019,T4-2,Chaetoceros radicans,0,Chaetoceros spp.
7/25/2019,T4-2,Chaetoceros rostratus,0,Chaetoceros spp.
7/25/2019,T4-2,Chaetoceros socialis,0,Chaetoceros spp.
7/25/2019,T4-2,Chaetoceros similis,0,Chaetoceros spp.
7/25/2019,T4-2,Chaetoceros subtilis,0,Chaetoceros spp.
7/25/2019,T4-2,Chaetoceros teres,0,Chaetoceros spp.
7/25/2019,T4-2,Chaetoceros vanheurckii,0,Chaetoceros spp.
7/25/2019,T4-2,Coscinodiscus spp.,53.6,Coscinodiscus spp.
7/25/2019,T4-2,Corethron sp.,0,Corethron sp.
7/25/2019,T4-2,Cylindrotheca closterium,1500.8,Cylindrotheca closterium
7/25/2019,T4-2,Dactyliosolen fragilissimus,321.6,unknown pennate diatom
7/25/2019,T4-2,Dactyliosolen blavyanus,0,unknown pennate diatom
7/25/2019,T4-2,Ditylium brightwellii,107.2,Ditylium spp.
7/25/2019,T4-2,Detonula pumila,1125.6,Detonula spp.
7/25/2019,T4-2,Eucampia zodiacus,4502.41,Eucampia spp.
7/25/2019,T4-2,Fragilariopsis spp.,0,Fragilariopsis spp.
7/25/2019,T4-2,Grammatophora spp.,0,Grammatophora spp.
7/25/2019,T4-2,Guinardia delicatula,857.6,Guinardia spp.
7/25/2019,T4-2,Guinardia striata,1286.4,Guinardia spp.
7/25/2019,T4-2,Leptocylindrus danicus,536,Leptocylindrus spp.
7/25/2019,T4-2,Leptocylindrus minimum,0,Leptocylindrus spp.
7/25/2019,T4-2,Licmophora spp.,0,Licmophora spp.
7/25/2019,T4-2,Melosira moniliformis,0,Melosira spp.
7/25/2019,T4-2,Navicula spp.,0,Navicula spp.
7/25/2019,T4-2,Nitzschia spp.,13132.04,Nitzschia spp.
7/25/2019,T4-2,Odontella spp.,0,Odontella spp.
7/25/2019,T4-2,Paralia sulcata,0,unknown centric diatom (chain forming)
7/25/2019,T4-2,Pinnulia sp.,0,unknown pennate diatom
7/25/2019,T4-2,Planktoniella sp.,0,unknown centric diatom (non-chain forming)
7/25/2019,T4-2,Pleurosigma sp.,0,Pleurosigma spp.
7/25/2019,T4-2,Proboscia alata,0,unknown pennate diatom
7/25/2019,T4-2,Pseudo-nitzschia fraud/aust,1500.8,Pseudo-nitzschia spp.
7/25/2019,T4-2,Pseudo-nitzschia deli/p-deli,5574.42,Pseudo-nitzschia spp.
7/25/2019,T4-2,Pseudo-nitzschia multi/pung,48829.73,Pseudo-nitzschia spp.
7/25/2019,T4-2,Rhizosolenia setigera,107.2,Rhizosolenia spp.
7/25/2019,T4-2,Rhizosolenia styliformis,0,Rhizosolenia spp.
7/25/2019,T4-2,Rhizosolenia sp.,0,Rhizosolenia spp.
7/25/2019,T4-2,Skeletonema costatum,24388.07,Skeletonema spp.
7/25/2019,T4-2,Surirella spp.,0,unknown pennate diatom
7/25/2019,T4-2,Stephanopyxis spp.,0,Stephanopyxis spp.
7/25/2019,T4-2,Synedra sp.,0,unknown pennate diatom
7/25/2019,T4-2,Thalassionema nitzschioides,1822.4,Thalassionema spp.
7/25/2019,T4-2,Thalassiosira spp.,0,Thalassiosira spp.
7/25/2019,T4-2,Thalassiosira nordenskioeldii,0,Thalassiosira spp.
7/25/2019,T4-2,Thalassiosira rotula,1768.8,Thalassiosira spp.
7/25/2019,T4-2,Thalassiothrix longissum,0,unknown pennate diatom
7/25/2019,T4-2,Tropidoneis antarctica var. polypkasta,53.6,unknown pennate diatom
7/25/2019,T4-2,Pennate diatoms,0,unknown pennate diatom
7/25/2019,T4-2,Akashiwa sanguinea,0,unknown dinflagellate
7/25/2019,T4-2,Alexandrium spp.,107.2,Alexandrium spp.
7/25/2019,T4-2,Ceratium azoricum,0,unknown dinflagellate
7/25/2019,T4-2,Ceratium fusus,0,Ceratium fusus
7/25/2019,T4-2,Ceratium horridum,0,unknown dinflagellate
7/25/2019,T4-2,Ceratium lineatum,0,unknown dinflagellate
7/25/2019,T4-2,Ceratium longipes,53.6,Ceratium longipes
7/25/2019,T4-2,Ceratium pentagum,0,unknown dinflagellate
7/25/2019,T4-2,Ceratium tripos,0,unknown dinflagellate
7/25/2019,T4-2,Dinophysis acuminata,53.6,Dinophysis spp.
7/25/2019,T4-2,Dinophysis fortii,0,Dinophysis spp.
7/25/2019,T4-2,Dinophysis norvegica,0,Dinophysis spp.
7/25/2019,T4-2,Dinophysis parva,0,Dinophysis spp.
