FID,Date,Time,POINT_X,POINT_Y,Class,Video_file,Subst_Orig,Subst_Cla,Sub_Subcl,Sub_Grp,Sub_Subgr,CMECS,Modifier,CMECSMod,Co_oc_el1,CMECS_1,Modifier_1,CMECSMod1,Co_oc_el2,CMECS_2,Modifier_2,CMECSMod2,Co_oc_el3,CMECS_3,Modifier_3,CMECSMod3,Co_oc_el4,CMECS_4,Modifier_4,CMECSMod4,Site_ID,Video_file_1,Boulder,Cobble,Pebble,Gravel,Shell,Sand,Mud,Kelp,Macroalgae,Filamentous_microalgae,Coralline_algae,Seagrass,Crab,Sponge,Sea_pen,Anemone,Sea_star,Urchin,Bryozoan,Tunicate,Nudibranch,Polychaete,Octopus,Clam_siphons,FID_1,Date_1,Time_1,POINT_X_1,POINT_Y_1,Class_1,Video_file_12,Subst_Orig_1,Subst_Cla_1,Sub_Subcl_1,Sub_Grp_1,Sub_Subgr_1,CMECS_12,Modifier_12,CMECSMod_1,Co_oc_el1_1,CMECS_12_13,Modifier_12_13,CMECSMod1_1,Co_oc_el2_1,CMECS_23,Modifier_23,CMECSMod2_1,Co_oc_el3_1,CMECS_34,Modifier_34,CMECSMod3_1,Co_oc_el4_1,CMECS_45,Modifier_45,CMECSMod4_1,Site_ID_1,Depth,Otters
172,7/17/2016 0:00,10:53 AM,-151.0921914,59.74004591,"mud, shell 0%",KBAY_2016_07_17_569_clip-26.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2016_569,KBAY_2016_07_17_569_clip-26.mp4,0,0,0,0,0,0,100,0,10,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,172,7/17/2016 0:00,10:53 AM,-151.0921914,59.74004591,"mud, shell 0%",KBAY_2016_07_17_569_clip-26.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2016_569,-14.18072605,1
174,7/14/2016 0:00,9:54 AM,-151.5772097,59.58656674,"mud, shell 0-<10%",KBAY_2016_07_14_GOPRO_574_clip-15.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_574,KBAY_2016_07_14_GOPRO_574_clip-15.mp4,0,0,0,0,2,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,7/14/2016 0:00,9:54 AM,-151.5772097,59.58656674,"mud, shell 0-<10%",KBAY_2016_07_14_GOPRO_574_clip-15.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_574,-42.61636734,1
175,7/12/2016 0:00,2:41 PM,-151.4585367,59.52513837,"mud, shell 0-<10%",KBAY_2016_07_12_575_clip-26.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_575,KBAY_2016_07_12_575_clip-26.mp4,0,0,0,0,2,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,7/12/2016 0:00,2:41 PM,-151.4585367,59.52513837,"mud, shell 0-<10%",KBAY_2016_07_12_575_clip-26.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_575,-53.60625458,1
179,7/10/2016 0:00,11:18 AM,-151.6084759,59.49243708,"mud, shell 0-<10%",KBAY_2016_07_10_595_clip-31.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_595,KBAY_2016_07_10_595_clip-31.mp4,0,0,0,0,5,0,95,0,10,10,20,0,0,0,0,0,2,0,0,0,0,0,0,0,179,7/10/2016 0:00,11:18 AM,-151.6084759,59.49243708,"mud, shell 0-<10%",KBAY_2016_07_10_595_clip-31.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_595,-26.53170967,1
180,7/10/2016 0:00,2:06 PM,-151.7448374,59.47123935,"shell 90-100%, macroalgae 0-<10%",KBAY_2016_07_10_597_clip-32.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_597,KBAY_2016_07_10_597_clip-32.mp4,0,30,20,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,7/10/2016 0:00,2:06 PM,-151.7448374,59.47123935,"shell 90-100%, macroalgae 0-<10%",KBAY_2016_07_10_597_clip-32.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_597,-22.62511635,1
181,7/13/2016 0:00,3:40 PM,-151.5647865,59.60476401,"mud, shell 50-<90%",KBAY_2016_07_13_599_clip-18.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2016_599,KBAY_2016_07_13_599_clip-18.mp4,0,0,0,0,100,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,181,7/13/2016 0:00,3:40 PM,-151.5647865,59.60476401,"mud, shell 50-<90%",KBAY_2016_07_13_599_clip-18.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2016_599,-18.17415619,1
182,7/14/2016 0:00,1:53 PM,-151.3961433,59.63139723,"mud, shell 0-<10%",KBAY_2016_07_14_GOPRO_601_clip-16.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_601,KBAY_2016_07_14_GOPRO_601_clip-16.mp4,0,0,0,0,5,0,95,2,2,0,0,0,1,0,3,5,2,0,0,0,0,0,0,0,182,7/14/2016 0:00,1:53 PM,-151.3961433,59.63139723,"mud, shell 0-<10%",KBAY_2016_07_14_GOPRO_601_clip-16.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_601,-18.02954102,1
183,7/14/2016 0:00,2:51 PM,-151.3059068,59.66567297,"mud, shell 0-<10%, macroalgae 0-<10%",KBAY_2016_07_14_GOPRO_604_clip-17.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , ,2016_604,KBAY_2016_07_14_GOPRO_604_clip-17.mp4,0,0,0,0,5,0,95,2,10,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,183,7/14/2016 0:00,2:51 PM,-151.3059068,59.66567297,"mud, shell 0-<10%, macroalgae 0-<10%",KBAY_2016_07_14_GOPRO_604_clip-17.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , ,2016_604,-11.53478527,1
184,7/10/2016 0:00,3:58 PM,-151.5602518,59.46904896,"mud, shell 10-<50%, macroalgae 10-<50%",KBAY_2016_07_10_606_clip-33.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , ,2016_606,KBAY_2016_07_10_606_clip-33.mp4,0,0,0,0,10,0,90,20,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,7/10/2016 0:00,3:58 PM,-151.5602518,59.46904896,"mud, shell 10-<50%, macroalgae 10-<50%",KBAY_2016_07_10_606_clip-33.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , ,2016_606,-10.72357464,1
185,7/14/2016 0:00,2:18 PM,-151.3495446,59.65348433,"mud, shell 0-<10%, macroalgae 0-<10%",KBAY_2016_07_14_GOPRO_610_clip-18.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , ,2016_610,KBAY_2016_07_14_GOPRO_610_clip-18.mp4,0,0,0,0,5,0,95,15,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,185,7/14/2016 0:00,2:18 PM,-151.3495446,59.65348433,"mud, shell 0-<10%, macroalgae 0-<10%",KBAY_2016_07_14_GOPRO_610_clip-18.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , ,2016_610,-12.79766655,1
186,7/13/2016 0:00,1:41 PM,-151.6236436,59.59135884,"mud, shell 10-<50%",KBAY_2016_07_13_614_clip-19.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2016_614,KBAY_2016_07_13_614_clip-19.mp4,0,0,0,0,30,0,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,186,7/13/2016 0:00,1:41 PM,-151.6236436,59.59135884,"mud, shell 10-<50%",KBAY_2016_07_13_614_clip-19.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2016_614,-34.04720306,1
187,7/10/2016 0:00,1:09 PM,-151.715867,59.49164278,shell 90-100%,KBAY_2016_07_10_619_clip-34.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11, , , , , , , , , , , , , , , , ,2016_619,KBAY_2016_07_10_619_clip-34.mp4,0,20,10,0,20,50,0,0,5,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,187,7/10/2016 0:00,1:09 PM,-151.715867,59.49164278,shell 90-100%,KBAY_2016_07_10_619_clip-34.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11, , , , , , , , , , , , , , , , ,2016_619,-29.93960762,1
189,7/14/2016 0:00,3:22 PM,-151.2579442,59.66660153,"mud, shell 0-<10%, macroalgae 0-<10%",KBAY_2016_07_14_GOPRO_621_clip-19.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Filamentous Algal Bed,2.5.1.4,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , ,2016_621,KBAY_2016_07_14_GOPRO_621_clip-19.mp4,0,2,0,0,15,0,83,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,189,7/14/2016 0:00,3:22 PM,-151.2579442,59.66660153,"mud, shell 0-<10%, macroalgae 0-<10%",KBAY_2016_07_14_GOPRO_621_clip-19.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Filamentous Algal Bed,2.5.1.4,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , ,2016_621,-16.94791603,1
190,7/13/2016 0:00,1:21 PM,-151.62067,59.58761159,"mud, shell 10-<50%",KBAY_2016_07_13_625_clip-20.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2016_625,KBAY_2016_07_13_625_clip-20.mp4,0,0,0,0,30,0,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,190,7/13/2016 0:00,1:21 PM,-151.62067,59.58761159,"mud, shell 10-<50%",KBAY_2016_07_13_625_clip-20.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2016_625,-36.20626068,1
192,7/14/2016 0:00,4:00 PM,-151.3457606,59.63140728,"mud, shell 0-<10%",KBAY_2016_07_14_GOPRO_629_clip-20.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_629,KBAY_2016_07_14_GOPRO_629_clip-20.mp4,0,0,0,0,2,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,7/14/2016 0:00,4:00 PM,-151.3457606,59.63140728,"mud, shell 0-<10%",KBAY_2016_07_14_GOPRO_629_clip-20.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_629,-42.52780914,1
194,7/13/2016 0:00,1:07 PM,-151.6421519,59.58211269,"mud, shell 0-<10%",KBAY_2016_07_13_631_clip-21.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_631,KBAY_2016_07_13_631_clip-21.mp4,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,7/13/2016 0:00,1:07 PM,-151.6421519,59.58211269,"mud, shell 0-<10%",KBAY_2016_07_13_631_clip-21.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_631,-42.05305481,1
195,7/10/2016 0:00,11:10 AM,-151.5944134,59.48750638,"mud, shell 0-<10%",KBAY_2016_07_10_632_clip-35.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_632,KBAY_2016_07_10_632_clip-35.mp4,0,0,0,0,2,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,7/10/2016 0:00,11:10 AM,-151.5944134,59.48750638,"mud, shell 0-<10%",KBAY_2016_07_10_632_clip-35.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_632,-25.7591114,1
196,7/13/2016 0:00,2:06 PM,-151.5306101,59.59444657,shell 90-100%,KBAY_2016_07_13_634_clip-22.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11, , , , , , , , , , , , , , , , ,2016_634,KBAY_2016_07_13_634_clip-22.mp4,0,0,0,0,75,0,25,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,196,7/13/2016 0:00,2:06 PM,-151.5306101,59.59444657,shell 90-100%,KBAY_2016_07_13_634_clip-22.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11, , , , , , , , , , , , , , , , ,2016_634,-18.4027195,1
197,7/10/2016 0:00,11:27 AM,-151.6136908,59.48945032,"sand, shell 10-<50%, microalgae 50-<90%",KBAY_2016_07_10_638_clip-36.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Bacterial Mat/Film,2.3.2.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , ,2016_638,KBAY_2016_07_10_638_clip-36.mp4,0,0,0,0,20,0,80,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,197,7/10/2016 0:00,11:27 AM,-151.6136908,59.48945032,"sand, shell 10-<50%, microalgae 50-<90%",KBAY_2016_07_10_638_clip-36.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Bacterial Mat/Film,2.3.2.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , ,2016_638,-15.34894943,1
198,7/11/2016 0:00,1:33 PM,-151.8679706,59.36103796,"mud, shell 0-<10%",KBAY_2016_07_11_641_clip-25.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_641,KBAY_2016_07_11_641_clip-25.mp4,0,0,0,0,5,0,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,198,7/11/2016 0:00,1:33 PM,-151.8679706,59.36103796,"mud, shell 0-<10%",KBAY_2016_07_11_641_clip-25.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_641,-28.0018425,1
199,7/11/2016 0:00,1:40 PM,-151.873638,59.36484825,"mud, shell 0-<10%",KBAY_2016_07_11_643_clip-26.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_643,KBAY_2016_07_11_643_clip-26.mp4,0,0,0,0,5,0,95,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,7/11/2016 0:00,1:40 PM,-151.873638,59.36484825,"mud, shell 0-<10%",KBAY_2016_07_11_643_clip-26.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_643,-25.17439842,1
200,7/11/2016 0:00,1:16 PM,-151.8508706,59.358184,"mud, shell 0-<10%",KBAY_2016_07_11_644_clip-27.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_644,KBAY_2016_07_11_644_clip-27.mp4,0,0,0,0,2,0,98,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,7/11/2016 0:00,1:16 PM,-151.8508706,59.358184,"mud, shell 0-<10%",KBAY_2016_07_11_644_clip-27.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_644,-28.75803757,1
201,7/11/2016 0:00,1:06 PM,-151.8406911,59.36002167,"mud, shell 0-<10%",KBAY_2016_07_11_645_clip-28.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_645,KBAY_2016_07_11_645_clip-28.mp4,0,0,0,0,2,0,98,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,201,7/11/2016 0:00,1:06 PM,-151.8406911,59.36002167,"mud, shell 0-<10%",KBAY_2016_07_11_645_clip-28.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_645,-26.11672592,1
202,7/11/2016 0:00,11:35 AM,-151.8200778,59.35043284,"mud, shell 0-<10%",KBAY_2016_07_11_647_clip-29.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_647,KBAY_2016_07_11_647_clip-29.mp4,0,0,0,0,2,0,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,202,7/11/2016 0:00,11:35 AM,-151.8200778,59.35043284,"mud, shell 0-<10%",KBAY_2016_07_11_647_clip-29.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_647,-19.1460495,1
203,7/11/2016 0:00,11:49 AM,-151.8215566,59.35393998,"mud, shell 0-<10%",KBAY_2016_07_11_648_clip-30.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_648,KBAY_2016_07_11_648_clip-30.mp4,0,0,0,0,2,0,98,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,203,7/11/2016 0:00,11:49 AM,-151.8215566,59.35393998,"mud, shell 0-<10%",KBAY_2016_07_11_648_clip-30.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_648,-23.35664749,1
204,7/11/2016 0:00,11:19 AM,-151.8005087,59.35326191,"mud, shell 0%",KBAY_2016_07_11_649_clip-31.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2016_649,KBAY_2016_07_11_649_clip-31.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,7/11/2016 0:00,11:19 AM,-151.8005087,59.35326191,"mud, shell 0%",KBAY_2016_07_11_649_clip-31.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2016_649,-21.18142891,1
205,7/11/2016 0:00,11:13 AM,-151.7962705,59.35123582,"mud, shell 0%",KBAY_2016_07_11_650_clip-32.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2016_650,KBAY_2016_07_11_650_clip-32.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,7/11/2016 0:00,11:13 AM,-151.7962705,59.35123582,"mud, shell 0%",KBAY_2016_07_11_650_clip-32.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2016_650,-19.15511131,1
206,7/11/2016 0:00,11:05 AM,-151.7954421,59.3453719,"mud, shell 0%",KBAY_2016_07_11_651_clip-33.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2016_651,KBAY_2016_07_11_651_clip-33.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,7/11/2016 0:00,11:05 AM,-151.7954421,59.3453719,"mud, shell 0%",KBAY_2016_07_11_651_clip-33.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2016_651,-18.88541794,1
207,7/11/2016 0:00,10:54 AM,-151.7908709,59.34307607,"mud, shell 0%",KBAY_2016_07_11_653_clip-34.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2016_653,KBAY_2016_07_11_653_clip-34.mp4,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,207,7/11/2016 0:00,10:54 AM,-151.7908709,59.34307607,"mud, shell 0%",KBAY_2016_07_11_653_clip-34.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2016_653,-16.69877815,1
208,7/11/2016 0:00,4:09 PM,-151.7249166,59.42606515,"mud, shell 0%",KBAY_2016_07_11_672_clip-35.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2016_672,KBAY_2016_07_11_672_clip-35.mp4,0,2,0,0,0,0,98,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,208,7/11/2016 0:00,4:09 PM,-151.7249166,59.42606515,"mud, shell 0%",KBAY_2016_07_11_672_clip-35.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2016_672,-16.76761627,1
